InvoiceID,Date,Product,Category,Gender,Brand,StoreID,StoreName,Region,Latitude,Longitude,UnitsSold,ListPrice,DiscountPct,NetUnitPrice,GrossSales,NetSales,MarginPct,MarginValue,IsPromo,PromoType,Budget,Year,RetailYear,RetailWeek,RetailWeekStart,RetailWeekEnd,RetailWeekLabel
INV100015,2025-03-16,NorthPeak Shirts Ready,Shirts,Men,NorthPeak,S010,North Outlet 10,North,54.316189,-2.004592,6,41.98,0.0,41.98,251.88,251.88,0.5,125.94,False,,262.62,2025,2025,8,2025-03-16,2025-03-22,RY2025-W08
INV100016,2025-12-29,RegattaX Footwear Single,Footwear,Unisex,RegattaX,S003,East Outlet 3,East,52.906079,1.411492,4,65.33,0.0,65.33,261.32,261.32,0.35,91.46,False,,290.42,2025,2025,49,2025-12-28,2026-01-03,RY2025-W49
INV100017,2025-11-24,UrbanClimb Footwear Work,Footwear,Men,UrbanClimb,S001,North Outlet 1,North,54.256098,-2.12639,2,60.9,0.0,60.9,121.8,121.8,0.35,42.63,False,,127.93,2025,2025,44,2025-11-23,2025-11-29,RY2025-W44
INV100018,2024-03-29,NorthPeak Jackets Director,Jackets,Unisex,NorthPeak,S009,East Outlet 9,East,52.576008,1.241113,3,121.04,0.0,121.04,363.12,363.12,0.45,163.4,False,,339.87,2024,2024,9,2024-03-24,2024-03-30,RY2024-W09
INV100019,2025-09-18,TrailPro Trousers Business,Trousers,Men,TrailPro,S005,East Outlet 5,East,53.289188,0.311624,3,89.35,0.0,89.35,268.05,268.05,0.45,120.62,False,,286.19,2025,2025,34,2025-09-14,2025-09-20,RY2025-W34
INV100020,2024-03-01,UrbanClimb Footwear Put,Footwear,Women,UrbanClimb,S002,South Outlet 2,South,50.953742,-0.244922,2,129.88,0.0,129.88,259.76,259.76,0.35,90.92,False,,259.98,2024,2024,5,2024-02-25,2024-03-02,RY2024-W05
INV100021,2024-11-30,RegattaX Shirts Reflect,Shirts,Men,RegattaX,S012,South Outlet 12,South,50.876986,-0.226394,6,66.99,0.0,66.99,401.94,401.94,0.5,200.97,False,,373.82,2024,2024,44,2024-11-24,2024-11-30,RY2024-W44
INV100022,2024-03-03,SummitGear Jackets Success,Jackets,Women,SummitGear,S011,East Outlet 11,East,53.36734,1.009986,1,129.3,0.0,129.3,129.3,129.3,0.5,64.65,False,,130.28,2024,2024,6,2024-03-03,2024-03-09,RY2024-W06
INV100023,2024-11-04,UrbanClimb Jackets Beat,Jackets,Women,UrbanClimb,S013,South Outlet 13,South,51.356685,-0.035065,3,129.8,0.0,129.8,389.4,510.1,0.45,229.55,False,,471.28,2024,2024,41,2024-11-03,2024-11-09,RY2024-W41
INV100024,2024-03-21,TrailPro Jackets Garden,Jackets,Men,TrailPro,S019,East Outlet 19,East,52.995857,0.545018,3,159.1,0.0,159.1,477.3,477.3,0.5,238.65,False,,454.25,2024,2024,8,2024-03-17,2024-03-23,RY2024-W08
INV100025,2024-10-05,UrbanClimb Jackets Moment,Jackets,Women,UrbanClimb,S009,East Outlet 9,East,52.576008,1.241113,3,117.96,0.0,117.96,353.88,475.91,0.5,237.96,False,,465.09,2024,2024,36,2024-09-29,2024-10-05,RY2024-W36
INV100026,2025-05-05,TrailPro Backpacks By,Backpacks,Women,TrailPro,S006,East Outlet 6,East,53.088162,0.417446,3,42.31,0.0,42.31,126.93,126.93,0.4,50.77,False,,127.67,2025,2025,15,2025-05-04,2025-05-10,RY2025-W15
INV100027,2024-04-25,TrailPro Jackets Sort,Jackets,Women,TrailPro,S011,East Outlet 11,East,53.36734,1.009986,4,153.67,0.0,153.67,614.68,614.68,0.35,215.14,False,,624.53,2024,2024,13,2024-04-21,2024-04-27,RY2024-W13
INV100028,2024-02-27,RegattaX Shirts Pay,Shirts,Men,RegattaX,S006,East Outlet 6,East,53.088162,0.417446,3,61.79,0.0,61.79,185.37,185.37,0.4,74.15,False,,179.92,2024,2024,5,2024-02-25,2024-03-02,RY2024-W05
INV100029,2024-02-09,UrbanClimb Footwear Despite,Footwear,Women,UrbanClimb,S005,East Outlet 5,East,53.289188,0.311624,1,61.71,0.1962711662012829,49.6,61.71,49.6,0.23223730027923023,11.52,True,Bundle,49.73,2024,2024,2,2024-02-04,2024-02-10,RY2024-W02
INV100030,2024-11-05,RegattaX Trousers Finish,Trousers,Unisex,RegattaX,S012,South Outlet 12,South,50.876986,-0.226394,2,93.62,0.0,93.62,187.24,208.0,0.5,104.0,False,,221.95,2024,2024,41,2024-11-03,2024-11-09,RY2024-W41
INV100031,2024-09-20,SummitGear Shirts Third,Shirts,Women,SummitGear,S012,South Outlet 12,South,50.876986,-0.226394,2,59.97,0.0,59.97,119.94,119.94,0.45,53.97,False,,110.8,2024,2024,34,2024-09-15,2024-09-21,RY2024-W34
INV100032,2024-06-13,TrailPro Trousers Rich,Trousers,Women,TrailPro,S002,South Outlet 2,South,50.953742,-0.244922,4,81.32,0.0,81.32,325.28,325.28,0.35,113.85,False,,332.76,2024,2024,20,2024-06-09,2024-06-15,RY2024-W20
INV100033,2025-04-07,RegattaX Footwear Cold,Footwear,Unisex,RegattaX,S016,East Outlet 16,East,52.869356,0.972581,1,72.01,0.0,72.01,72.01,72.01,0.4,28.8,False,,72.97,2025,2025,11,2025-04-06,2025-04-12,RY2025-W11
INV100034,2025-03-24,SummitGear Jackets Box,Jackets,Men,SummitGear,S020,East Outlet 20,East,53.16545,0.733785,2,165.91,0.0,165.91,331.82,331.82,0.45,149.32,False,,333.75,2025,2025,9,2025-03-23,2025-03-29,RY2025-W09
INV100035,2025-08-22,NorthPeak Footwear Season,Footwear,Unisex,NorthPeak,S014,West Outlet 14,West,51.901584,-2.500866,1,118.12,0.0,118.12,118.12,118.12,0.45,53.15,False,,125.25,2025,2025,30,2025-08-17,2025-08-23,RY2025-W30
INV100036,2024-07-07,RegattaX Backpacks Another,Backpacks,Women,RegattaX,S013,South Outlet 13,South,51.356685,-0.035065,6,58.98,0.0,58.98,353.88,397.18,0.45,178.73,False,,416.34,2024,2024,24,2024-07-07,2024-07-13,RY2024-W24
INV100037,2025-01-26,TrailPro Jackets Happen,Jackets,Unisex,TrailPro,S017,South Outlet 17,South,51.354924,-0.002759,3,159.7,0.0,159.7,479.1,662.73,0.5,331.37,False,,704.65,2025,2024,53,2025-01-26,2025-02-01,RY2024-W53
INV100038,2025-03-31,SummitGear Trousers Poor,Trousers,Women,SummitGear,S006,East Outlet 6,East,53.088162,0.417446,2,117.39,0.0,117.39,234.78,234.78,0.4,93.91,False,,244.2,2025,2025,10,2025-03-30,2025-04-05,RY2025-W10
INV100039,2024-02-10,TrailPro Backpacks Everything,Backpacks,Unisex,TrailPro,S017,South Outlet 17,South,51.354924,-0.002759,6,36.89,0.0,36.89,221.34,221.34,0.45,99.6,False,,226.77,2024,2024,2,2024-02-04,2024-02-10,RY2024-W02
INV100040,2025-08-04,RegattaX Shirts Tough,Shirts,Men,RegattaX,S018,South Outlet 18,South,51.486848,0.111979,2,43.77,0.0,43.77,87.54,94.66,0.4,37.86,False,,101.51,2025,2025,28,2025-08-03,2025-08-09,RY2025-W28
INV100041,2025-01-30,RegattaX Trousers Report,Trousers,Unisex,RegattaX,S006,East Outlet 6,East,53.088162,0.417446,1,38.49,0.0,38.49,38.49,51.06,0.4,20.42,False,,53.53,2025,2024,53,2025-01-26,2025-02-01,RY2024-W53
INV100042,2024-10-14,RegattaX Backpacks Occur,Backpacks,Unisex,RegattaX,S003,East Outlet 3,East,52.906079,1.411492,2,56.51,0.0,56.51,113.02,113.02,0.35,39.56,False,,119.65,2024,2024,38,2024-10-13,2024-10-19,RY2024-W38
INV100043,2025-07-18,NorthPeak Jackets Coach,Jackets,Women,NorthPeak,S010,North Outlet 10,North,54.316189,-2.004592,2,157.55,0.0,157.55,315.1,315.1,0.45,141.8,False,,349.27,2025,2025,25,2025-07-13,2025-07-19,RY2025-W25
INV100044,2024-05-08,TrailPro Jackets Card,Jackets,Men,TrailPro,S008,West Outlet 8,West,51.96868,-3.074396,1,133.0,0.0,133.0,133.0,133.0,0.4,53.2,False,,134.95,2024,2024,15,2024-05-05,2024-05-11,RY2024-W15
INV100045,2024-05-23,RegattaX Backpacks Energy,Backpacks,Men,RegattaX,S020,East Outlet 20,East,53.16545,0.733785,4,61.51,0.0,61.51,246.04,246.04,0.4,98.42,False,,234.83,2024,2024,17,2024-05-19,2024-05-25,RY2024-W17
INV100046,2024-12-07,NorthPeak Jackets Dog,Jackets,Unisex,NorthPeak,S014,West Outlet 14,West,51.901584,-2.500866,1,178.91,0.0,178.91,178.91,231.73,0.4,92.69,False,,237.86,2024,2024,45,2024-12-01,2024-12-07,RY2024-W45
INV100047,2024-07-11,TrailPro Backpacks Feeling,Backpacks,Men,TrailPro,S015,West Outlet 15,West,52.144758,-3.335596,2,33.53,0.0,33.53,67.06,86.65,0.35,30.33,False,,83.59,2024,2024,24,2024-07-07,2024-07-13,RY2024-W24
INV100048,2024-01-28,NorthPeak Jackets Once,Jackets,Unisex,NorthPeak,S013,South Outlet 13,South,51.356685,-0.035065,2,123.84,0.0,123.84,247.68,337.04,0.45,151.67,False,,356.42,2024,2023,53,2024-01-28,2024-02-03,RY2023-W53
INV100049,2024-10-02,NorthPeak Trousers Four,Trousers,Unisex,NorthPeak,S016,East Outlet 16,East,52.869356,0.972581,2,122.33,0.0,122.33,244.66,295.24,0.45,132.86,False,,292.75,2024,2024,36,2024-09-29,2024-10-05,RY2024-W36
INV100050,2024-10-02,SummitGear Footwear Gun,Footwear,Unisex,SummitGear,S004,East Outlet 4,East,52.437484,1.36487,1,105.44,0.0,105.44,105.44,105.44,0.45,47.45,False,,98.72,2024,2024,36,2024-09-29,2024-10-05,RY2024-W36
INV100051,2024-09-29,RegattaX Backpacks Brother,Backpacks,Men,RegattaX,S011,East Outlet 11,East,53.36734,1.009986,2,42.79,0.0,42.79,85.58,85.58,0.4,34.23,False,,82.33,2024,2024,36,2024-09-29,2024-10-05,RY2024-W36
INV100052,2024-03-26,RegattaX Footwear Seat,Footwear,Women,RegattaX,S014,West Outlet 14,West,51.901584,-2.500866,2,109.62,0.0,109.62,219.24,219.24,0.5,109.62,False,,201.9,2024,2024,9,2024-03-24,2024-03-30,RY2024-W09
INV100053,2025-10-27,UrbanClimb Trousers Red,Trousers,Unisex,UrbanClimb,S017,South Outlet 17,South,51.354924,-0.002759,2,86.73,0.0,86.73,173.46,231.72,0.5,115.86,False,,241.17,2025,2025,40,2025-10-26,2025-11-01,RY2025-W40
INV100054,2025-01-13,UrbanClimb Backpacks Task,Backpacks,Women,UrbanClimb,S004,East Outlet 4,East,52.437484,1.36487,5,32.43,0.3749450866141776,20.27,162.15,101.35,0.2750329480314935,27.87,True,Clearance,106.55,2025,2024,51,2025-01-12,2025-01-18,RY2024-W51
INV100055,2025-06-26,NorthPeak Trousers Mother,Trousers,Women,NorthPeak,S017,South Outlet 17,South,51.354924,-0.002759,2,68.92,0.0,68.92,137.84,137.84,0.45,62.03,False,,143.8,2025,2025,22,2025-06-22,2025-06-28,RY2025-W22
INV100056,2024-09-24,SummitGear Shirts Although,Shirts,Unisex,SummitGear,S020,East Outlet 20,East,53.16545,0.733785,6,23.32,0.0,23.32,139.92,139.92,0.35,48.97,False,,133.61,2024,2024,35,2024-09-22,2024-09-28,RY2024-W35
INV100057,2024-07-03,RegattaX Jackets Rule,Jackets,Unisex,RegattaX,S015,West Outlet 15,West,52.144758,-3.335596,3,94.11,0.0,94.11,282.33,282.33,0.45,127.05,False,,272.63,2024,2024,23,2024-06-30,2024-07-06,RY2024-W23
INV100058,2025-05-02,RegattaX Shirts Doctor,Shirts,Men,RegattaX,S002,South Outlet 2,South,50.953742,-0.244922,3,61.87,0.0,61.87,185.61,185.61,0.4,74.24,False,,205.17,2025,2025,14,2025-04-27,2025-05-03,RY2025-W14
INV100059,2024-06-17,UrbanClimb Jackets Line,Jackets,Unisex,UrbanClimb,S004,East Outlet 4,East,52.437484,1.36487,2,111.09,0.0,111.09,222.18,222.18,0.5,111.09,False,,235.1,2024,2024,21,2024-06-16,2024-06-22,RY2024-W21
INV100060,2025-05-06,NorthPeak Jackets Eat,Jackets,Unisex,NorthPeak,S007,East Outlet 7,East,52.791487,0.283097,2,165.17,0.0,165.17,330.34,330.34,0.45,148.65,False,,361.14,2025,2025,15,2025-05-04,2025-05-10,RY2025-W15
INV100061,2024-05-04,SummitGear Jackets Which,Jackets,Women,SummitGear,S013,South Outlet 13,South,51.356685,-0.035065,4,143.67,0.0,143.67,574.68,574.68,0.45,258.61,False,,579.94,2024,2024,14,2024-04-28,2024-05-04,RY2024-W14
INV100062,2024-07-11,RegattaX Trousers Form,Trousers,Unisex,RegattaX,S016,East Outlet 16,East,52.869356,0.972581,2,126.46,0.0,126.46,252.92,252.92,0.45,113.81,False,,267.33,2024,2024,24,2024-07-07,2024-07-13,RY2024-W24
INV100063,2024-03-30,SummitGear Footwear Yes,Footwear,Unisex,SummitGear,S010,North Outlet 10,North,54.316189,-2.004592,6,82.58,0.1376230229375276,71.22,495.48,427.32,0.26742618623748343,114.28,True,Bundle,450.76,2024,2024,9,2024-03-24,2024-03-30,RY2024-W09
INV100064,2025-06-28,SummitGear Footwear Billion,Footwear,Men,SummitGear,S016,East Outlet 16,East,52.869356,0.972581,4,144.59,0.0,144.59,578.36,578.36,0.5,289.18,False,,612.75,2025,2025,22,2025-06-22,2025-06-28,RY2025-W22
INV100065,2025-07-17,TrailPro Backpacks Either,Backpacks,Men,TrailPro,S002,South Outlet 2,South,50.953742,-0.244922,3,74.6,0.0,74.6,223.8,246.83,0.5,123.42,False,,251.88,2025,2025,25,2025-07-13,2025-07-19,RY2025-W25
INV100066,2024-02-29,NorthPeak Shirts Green,Shirts,Women,NorthPeak,S016,East Outlet 16,East,52.869356,0.972581,6,36.93,0.2340505578067531,28.29,221.58,169.74,0.35956966531594814,61.03,True,Seasonal,165.79,2024,2024,5,2024-02-25,2024-03-02,RY2024-W05
INV100067,2024-08-15,UrbanClimb Shirts Since,Shirts,Women,UrbanClimb,S016,East Outlet 16,East,52.869356,0.972581,3,39.42,0.0,39.42,118.26,142.35,0.5,71.17,False,,144.8,2024,2024,29,2024-08-11,2024-08-17,RY2024-W29
INV100068,2024-10-27,RegattaX Trousers Reason,Trousers,Women,RegattaX,S002,South Outlet 2,South,50.953742,-0.244922,1,116.22,0.36101262304403264,74.26,116.22,95.24,0.2833924261735804,26.99,True,Clearance,96.12,2024,2024,40,2024-10-27,2024-11-02,RY2024-W40
INV100069,2024-05-17,NorthPeak Backpacks Need,Backpacks,Women,NorthPeak,S016,East Outlet 16,East,52.869356,0.972581,5,73.72,0.14972393411769683,62.68,368.6,313.4,0.3601656395293819,112.88,True,Bundle,324.37,2024,2024,16,2024-05-12,2024-05-18,RY2024-W16
INV100070,2024-04-04,RegattaX Trousers Others,Trousers,Men,RegattaX,S014,West Outlet 14,West,51.901584,-2.500866,3,63.97,0.0,63.97,191.91,191.91,0.45,86.36,False,,177.97,2024,2024,10,2024-03-31,2024-04-06,RY2024-W10
INV100071,2025-08-16,UrbanClimb Jackets Green,Jackets,Men,UrbanClimb,S001,North Outlet 1,North,54.256098,-2.12639,2,87.44,0.0,87.44,174.88,174.88,0.45,78.7,False,,183.3,2025,2025,29,2025-08-10,2025-08-16,RY2025-W29
INV100072,2024-01-28,UrbanClimb Footwear Possible,Footwear,Men,UrbanClimb,S004,East Outlet 4,East,52.437484,1.36487,4,87.92,0.0,87.92,351.68,351.68,0.35,123.09,False,,325.91,2024,2023,53,2024-01-28,2024-02-03,RY2023-W53
INV100073,2024-11-11,UrbanClimb Trousers Feel,Trousers,Men,UrbanClimb,S005,East Outlet 5,East,53.289188,0.311624,4,60.32,0.0,60.32,241.28,303.22,0.4,121.29,False,,326.52,2024,2024,42,2024-11-10,2024-11-16,RY2024-W42
INV100074,2024-03-30,UrbanClimb Footwear Some,Footwear,Unisex,UrbanClimb,S016,East Outlet 16,East,52.869356,0.972581,1,67.59,0.0,67.59,67.59,67.59,0.5,33.8,False,,72.87,2024,2024,9,2024-03-24,2024-03-30,RY2024-W09
INV100075,2025-09-11,RegattaX Jackets Before,Jackets,Men,RegattaX,S007,East Outlet 7,East,52.791487,0.283097,1,195.24,0.0,195.24,195.24,195.24,0.35,68.33,False,,204.26,2025,2025,33,2025-09-07,2025-09-13,RY2025-W33
INV100076,2025-12-10,NorthPeak Jackets Enjoy,Jackets,Women,NorthPeak,S002,South Outlet 2,South,50.953742,-0.244922,4,180.7,0.0,180.7,722.8,879.48,0.5,439.74,False,,956.15,2025,2025,46,2025-12-07,2025-12-13,RY2025-W46
INV100077,2024-06-29,UrbanClimb Shirts Nature,Shirts,Women,UrbanClimb,S017,South Outlet 17,South,51.354924,-0.002759,7,57.78,0.24986481755350337,43.34,404.46,325.93,0.20008110946789795,65.21,True,Flash,339.68,2024,2024,22,2024-06-23,2024-06-29,RY2024-W22
INV100078,2024-11-03,NorthPeak Shirts Model,Shirts,Women,NorthPeak,S020,East Outlet 20,East,53.16545,0.733785,2,41.77,0.0,41.77,83.54,83.54,0.45,37.59,False,,79.09,2024,2024,41,2024-11-03,2024-11-09,RY2024-W41
INV100079,2025-03-08,SummitGear Jackets Nation,Jackets,Men,SummitGear,S011,East Outlet 11,East,53.36734,1.009986,4,147.02,0.0,147.02,588.08,588.08,0.5,294.04,False,,626.02,2025,2025,6,2025-03-02,2025-03-08,RY2025-W06
INV100080,2025-04-20,NorthPeak Shirts Pick,Shirts,Unisex,NorthPeak,S010,North Outlet 10,North,54.316189,-2.004592,5,67.13,0.0,67.13,335.65,335.65,0.45,151.04,False,,349.99,2025,2025,13,2025-04-20,2025-04-26,RY2025-W13
INV100081,2024-05-30,SummitGear Jackets Sense,Jackets,Men,SummitGear,S010,North Outlet 10,North,54.316189,-2.004592,1,185.96,0.22122299697033704,144.82,185.96,144.82,0.2672662018177978,38.71,True,Flash,154.87,2024,2024,18,2024-05-26,2024-06-01,RY2024-W18
INV100082,2025-04-24,SummitGear Backpacks Only,Backpacks,Women,SummitGear,S020,East Outlet 20,East,53.16545,0.733785,2,75.37,0.0,75.37,150.74,150.74,0.35,52.76,False,,159.08,2025,2025,13,2025-04-20,2025-04-26,RY2025-W13
INV100083,2025-01-02,UrbanClimb Footwear Successful,Footwear,Women,UrbanClimb,S014,West Outlet 14,West,51.901584,-2.500866,1,82.7,0.0,82.7,82.7,82.7,0.45,37.22,False,,86.17,2025,2024,49,2024-12-29,2025-01-04,RY2024-W49
INV100084,2024-02-16,UrbanClimb Trousers Three,Trousers,Unisex,UrbanClimb,S013,South Outlet 13,South,51.356685,-0.035065,2,52.81,0.0,52.81,105.62,138.53,0.4,55.41,False,,147.39,2024,2024,3,2024-02-11,2024-02-17,RY2024-W03
INV100085,2025-08-10,SummitGear Jackets Technology,Jackets,Men,SummitGear,S015,West Outlet 15,West,52.144758,-3.335596,3,167.38,0.0,167.38,502.14,502.14,0.5,251.07,False,,532.6,2025,2025,29,2025-08-10,2025-08-16,RY2025-W29
INV100086,2025-05-30,RegattaX Shirts Turn,Shirts,Men,RegattaX,S011,East Outlet 11,East,53.36734,1.009986,5,25.16,0.0,25.16,125.8,125.8,0.4,50.32,False,,130.8,2025,2025,18,2025-05-25,2025-05-31,RY2025-W18
INV100087,2025-12-09,NorthPeak Trousers Require,Trousers,Women,NorthPeak,S017,South Outlet 17,South,51.354924,-0.002759,4,80.09,0.0,80.09,320.36,423.12,0.5,211.56,False,,431.4,2025,2025,46,2025-12-07,2025-12-13,RY2025-W46
INV100088,2024-12-11,RegattaX Shirts President,Shirts,Men,RegattaX,S020,East Outlet 20,East,53.16545,0.733785,2,35.15,0.0,35.15,70.3,70.3,0.5,35.15,False,,65.51,2024,2024,46,2024-12-08,2024-12-14,RY2024-W46
INV100089,2025-05-28,RegattaX Footwear Themselves,Footwear,Men,RegattaX,S013,South Outlet 13,South,51.356685,-0.035065,2,112.06,0.0,112.06,224.12,224.12,0.5,112.06,False,,238.5,2025,2025,18,2025-05-25,2025-05-31,RY2025-W18
INV100090,2024-03-18,NorthPeak Jackets Travel,Jackets,Women,NorthPeak,S002,South Outlet 2,South,50.953742,-0.244922,3,125.8,0.0,125.8,377.4,377.4,0.4,150.96,False,,406.08,2024,2024,8,2024-03-17,2024-03-23,RY2024-W08
INV100091,2025-03-23,UrbanClimb Backpacks Can,Backpacks,Men,UrbanClimb,S012,South Outlet 12,South,50.876986,-0.226394,4,72.51,0.0,72.51,290.04,290.04,0.45,130.52,False,,308.61,2025,2025,9,2025-03-23,2025-03-29,RY2025-W09
INV100092,2024-01-12,SummitGear Backpacks Back,Backpacks,Men,SummitGear,S010,North Outlet 10,North,54.316189,-2.004592,4,67.58,0.0,67.58,270.32,270.32,0.5,135.16,False,,285.14,2024,2023,50,2024-01-07,2024-01-13,RY2023-W50
INV100093,2024-08-11,UrbanClimb Footwear Bring,Footwear,Men,UrbanClimb,S012,South Outlet 12,South,50.876986,-0.226394,1,120.5,0.0,120.5,120.5,120.5,0.35,42.17,False,,127.42,2024,2024,29,2024-08-11,2024-08-17,RY2024-W29
INV100094,2024-10-18,NorthPeak Backpacks Child,Backpacks,Women,NorthPeak,S019,East Outlet 19,East,52.995857,0.545018,4,77.81,0.0,77.81,311.24,311.24,0.45,140.06,False,,335.61,2024,2024,38,2024-10-13,2024-10-19,RY2024-W38
INV100095,2024-11-20,UrbanClimb Jackets Perhaps,Jackets,Unisex,UrbanClimb,S004,East Outlet 4,East,52.437484,1.36487,3,118.04,0.14857702337313308,100.5,354.12,396.97,0.3108537859761202,123.4,True,Seasonal,374.06,2024,2024,43,2024-11-17,2024-11-23,RY2024-W43
INV100096,2025-12-25,UrbanClimb Footwear College,Footwear,Men,UrbanClimb,S005,East Outlet 5,East,53.289188,0.311624,1,94.03,0.0,94.03,94.03,94.03,0.4,37.61,False,,98.31,2025,2025,48,2025-12-21,2025-12-27,RY2025-W48
INV100097,2024-06-05,SummitGear Trousers Herself,Trousers,Women,SummitGear,S009,East Outlet 9,East,52.576008,1.241113,3,122.49,0.0,122.49,367.47,367.47,0.4,146.99,False,,367.39,2024,2024,19,2024-06-02,2024-06-08,RY2024-W19
INV100098,2025-05-21,RegattaX Footwear Six,Footwear,Men,RegattaX,S009,East Outlet 9,East,52.576008,1.241113,2,65.95,0.0,65.95,131.9,131.9,0.4,52.76,False,,136.64,2025,2025,17,2025-05-18,2025-05-24,RY2025-W17
INV100099,2025-09-28,UrbanClimb Jackets Wish,Jackets,Women,UrbanClimb,S001,North Outlet 1,North,54.256098,-2.12639,3,166.66,0.0,166.66,499.98,499.98,0.35,174.99,False,,539.25,2025,2025,36,2025-09-28,2025-10-04,RY2025-W36
INV100100,2024-07-11,SummitGear Backpacks Use,Backpacks,Women,SummitGear,S008,West Outlet 8,West,51.96868,-3.074396,4,34.76,0.0,34.76,139.04,168.09,0.5,84.05,False,,160.65,2024,2024,24,2024-07-07,2024-07-13,RY2024-W24
INV100101,2025-01-05,NorthPeak Shirts Contain,Shirts,Men,NorthPeak,S004,East Outlet 4,East,52.437484,1.36487,3,59.13,0.0,59.13,177.39,177.39,0.4,70.96,False,,179.08,2025,2024,50,2025-01-05,2025-01-11,RY2024-W50
