StoreID,Product,StoreName,Region,Category,Gender,Brand,StoreProductKey,OnHandUnits,OnOrderUnits,ReorderPoint,AsOfDate,ReorderFlag
S001,NorthPeak Trousers Must,West Outlet 1,West,Trousers,Men,NorthPeak,S001||NorthPeak Trousers Must,139,0,45,2025-10-13,False
S001,NorthPeak Trousers Number,West Outlet 1,West,Trousers,Men,NorthPeak,S001||NorthPeak Trousers Number,77,34,45,2025-10-13,False
S001,NorthPeak Trousers Positive,West Outlet 1,West,Trousers,Men,NorthPeak,S001||NorthPeak Trousers Positive,132,20,45,2025-10-13,False
S001,NorthPeak Trousers Risk,West Outlet 1,West,Trousers,Women,NorthPeak,S001||NorthPeak Trousers Risk,107,7,45,2025-10-13,False
S001,NorthPeak Trousers Sister,West Outlet 1,West,Trousers,Women,NorthPeak,S001||NorthPeak Trousers Sister,148,18,45,2025-10-13,False
S001,NorthPeak Trousers Soon,West Outlet 1,West,Trousers,Unisex,NorthPeak,S001||NorthPeak Trousers Soon,79,18,45,2025-10-13,False
S001,NorthPeak Trousers Total,West Outlet 1,West,Trousers,Women,NorthPeak,S001||NorthPeak Trousers Total,12,31,45,2025-10-13,True
S001,RegattaX Backpacks Child,West Outlet 1,West,Backpacks,Unisex,RegattaX,S001||RegattaX Backpacks Child,23,10,23,2025-10-13,False
S001,RegattaX Backpacks Economic,West Outlet 1,West,Backpacks,Women,RegattaX,S001||RegattaX Backpacks Economic,75,9,23,2025-10-13,False
S001,RegattaX Backpacks Heavy,West Outlet 1,West,Backpacks,Women,RegattaX,S001||RegattaX Backpacks Heavy,5,2,23,2025-10-13,True
S001,RegattaX Backpacks Human,West Outlet 1,West,Backpacks,Men,RegattaX,S001||RegattaX Backpacks Human,61,5,23,2025-10-13,False
S001,RegattaX Backpacks If,West Outlet 1,West,Backpacks,Men,RegattaX,S001||RegattaX Backpacks If,64,9,23,2025-10-13,False
S001,RegattaX Backpacks Mention,West Outlet 1,West,Backpacks,Men,RegattaX,S001||RegattaX Backpacks Mention,5,8,23,2025-10-13,True
S001,RegattaX Backpacks Middle,West Outlet 1,West,Backpacks,Women,RegattaX,S001||RegattaX Backpacks Middle,23,10,23,2025-10-13,False
S001,RegattaX Backpacks Minute,West Outlet 1,West,Backpacks,Unisex,RegattaX,S001||RegattaX Backpacks Minute,7,5,23,2025-10-13,True
S001,RegattaX Backpacks Remain,West Outlet 1,West,Backpacks,Unisex,RegattaX,S001||RegattaX Backpacks Remain,79,11,23,2025-10-13,False
S001,RegattaX Backpacks Report,West Outlet 1,West,Backpacks,Men,RegattaX,S001||RegattaX Backpacks Report,40,13,23,2025-10-13,False
S001,RegattaX Backpacks Visit,West Outlet 1,West,Backpacks,Men,RegattaX,S001||RegattaX Backpacks Visit,29,16,23,2025-10-13,False
S001,RegattaX Backpacks Water,West Outlet 1,West,Backpacks,Women,RegattaX,S001||RegattaX Backpacks Water,70,11,23,2025-10-13,False
S001,RegattaX Footwear Community,West Outlet 1,West,Footwear,Women,RegattaX,S001||RegattaX Footwear Community,42,25,37,2025-10-13,False
S001,RegattaX Footwear Election,West Outlet 1,West,Footwear,Men,RegattaX,S001||RegattaX Footwear Election,57,16,37,2025-10-13,False
S001,RegattaX Footwear Even,West Outlet 1,West,Footwear,Men,RegattaX,S001||RegattaX Footwear Even,26,20,37,2025-10-13,True
S001,RegattaX Footwear Interview,West Outlet 1,West,Footwear,Unisex,RegattaX,S001||RegattaX Footwear Interview,57,9,37,2025-10-13,False
S001,RegattaX Footwear Never,West Outlet 1,West,Footwear,Men,RegattaX,S001||RegattaX Footwear Never,119,5,37,2025-10-13,False
S001,RegattaX Jackets Ability,West Outlet 1,West,Jackets,Women,RegattaX,S001||RegattaX Jackets Ability,42,8,18,2025-10-13,False
S001,RegattaX Jackets According,West Outlet 1,West,Jackets,Men,RegattaX,S001||RegattaX Jackets According,38,4,18,2025-10-13,False
S001,RegattaX Jackets Charge,West Outlet 1,West,Jackets,Men,RegattaX,S001||RegattaX Jackets Charge,37,4,18,2025-10-13,False
S001,RegattaX Jackets Civil,West Outlet 1,West,Jackets,Men,RegattaX,S001||RegattaX Jackets Civil,52,15,18,2025-10-13,False
S001,RegattaX Jackets Interesting,West Outlet 1,West,Jackets,Women,RegattaX,S001||RegattaX Jackets Interesting,39,5,18,2025-10-13,False
S001,RegattaX Jackets Land,West Outlet 1,West,Jackets,Women,RegattaX,S001||RegattaX Jackets Land,10,6,18,2025-10-13,True
S001,RegattaX Jackets Of,West Outlet 1,West,Jackets,Women,RegattaX,S001||RegattaX Jackets Of,45,4,18,2025-10-13,False
S001,RegattaX Jackets Particularly,West Outlet 1,West,Jackets,Women,RegattaX,S001||RegattaX Jackets Particularly,35,6,18,2025-10-13,False
S001,RegattaX Jackets Party,West Outlet 1,West,Jackets,Women,RegattaX,S001||RegattaX Jackets Party,37,4,18,2025-10-13,False
S001,RegattaX Jackets Prevent,West Outlet 1,West,Jackets,Women,RegattaX,S001||RegattaX Jackets Prevent,37,3,18,2025-10-13,False
S001,RegattaX Jackets Risk,West Outlet 1,West,Jackets,Women,RegattaX,S001||RegattaX Jackets Risk,22,7,18,2025-10-13,False
S001,RegattaX Jackets Same,West Outlet 1,West,Jackets,Men,RegattaX,S001||RegattaX Jackets Same,44,7,18,2025-10-13,False
S001,RegattaX Jackets Sense,West Outlet 1,West,Jackets,Men,RegattaX,S001||RegattaX Jackets Sense,36,1,18,2025-10-13,False
S001,RegattaX Jackets Tough,West Outlet 1,West,Jackets,Women,RegattaX,S001||RegattaX Jackets Tough,46,10,18,2025-10-13,False
S001,RegattaX Jackets Toward,West Outlet 1,West,Jackets,Women,RegattaX,S001||RegattaX Jackets Toward,21,7,18,2025-10-13,False
S001,RegattaX Jackets Use,West Outlet 1,West,Jackets,Women,RegattaX,S001||RegattaX Jackets Use,30,11,18,2025-10-13,False
S001,RegattaX Jackets Way,West Outlet 1,West,Jackets,Men,RegattaX,S001||RegattaX Jackets Way,29,6,18,2025-10-13,False
S001,RegattaX Jackets Week,West Outlet 1,West,Jackets,Unisex,RegattaX,S001||RegattaX Jackets Week,49,6,18,2025-10-13,False
S001,RegattaX Shirts Accept,West Outlet 1,West,Shirts,Women,RegattaX,S001||RegattaX Shirts Accept,22,29,61,2025-10-13,True
S001,RegattaX Shirts Apply,West Outlet 1,West,Shirts,Men,RegattaX,S001||RegattaX Shirts Apply,157,26,61,2025-10-13,False
S001,RegattaX Shirts Article,West Outlet 1,West,Shirts,Men,RegattaX,S001||RegattaX Shirts Article,80,41,61,2025-10-13,False
S001,RegattaX Shirts Cold,West Outlet 1,West,Shirts,Unisex,RegattaX,S001||RegattaX Shirts Cold,200,10,61,2025-10-13,False
S001,RegattaX Shirts Continue,West Outlet 1,West,Shirts,Men,RegattaX,S001||RegattaX Shirts Continue,139,20,61,2025-10-13,False
S001,RegattaX Shirts Despite,West Outlet 1,West,Shirts,Women,RegattaX,S001||RegattaX Shirts Despite,184,20,61,2025-10-13,False
S001,RegattaX Shirts Dream,West Outlet 1,West,Shirts,Men,RegattaX,S001||RegattaX Shirts Dream,68,0,61,2025-10-13,False
S001,RegattaX Shirts Its,West Outlet 1,West,Shirts,Unisex,RegattaX,S001||RegattaX Shirts Its,74,23,61,2025-10-13,False
S001,RegattaX Shirts Let,West Outlet 1,West,Shirts,Unisex,RegattaX,S001||RegattaX Shirts Let,19,33,61,2025-10-13,True
S001,RegattaX Shirts Own,West Outlet 1,West,Shirts,Unisex,RegattaX,S001||RegattaX Shirts Own,108,16,61,2025-10-13,False
S001,RegattaX Shirts Recent,West Outlet 1,West,Shirts,Women,RegattaX,S001||RegattaX Shirts Recent,69,16,61,2025-10-13,False
S001,RegattaX Shirts Respond,West Outlet 1,West,Shirts,Men,RegattaX,S001||RegattaX Shirts Respond,72,17,61,2025-10-13,False
S001,RegattaX Shirts Shoulder,West Outlet 1,West,Shirts,Unisex,RegattaX,S001||RegattaX Shirts Shoulder,131,16,61,2025-10-13,False
S001,RegattaX Shirts Two,West Outlet 1,West,Shirts,Men,RegattaX,S001||RegattaX Shirts Two,143,8,61,2025-10-13,False
S001,RegattaX Trousers Back,West Outlet 1,West,Trousers,Men,RegattaX,S001||RegattaX Trousers Back,10,9,45,2025-10-13,True
S001,RegattaX Trousers Citizen,West Outlet 1,West,Trousers,Women,RegattaX,S001||RegattaX Trousers Citizen,126,10,45,2025-10-13,False
S001,RegattaX Trousers Each,West Outlet 1,West,Trousers,Unisex,RegattaX,S001||RegattaX Trousers Each,78,1,45,2025-10-13,False
S001,RegattaX Trousers Family,West Outlet 1,West,Trousers,Unisex,RegattaX,S001||RegattaX Trousers Family,95,44,45,2025-10-13,False
S001,RegattaX Trousers Kitchen,West Outlet 1,West,Trousers,Unisex,RegattaX,S001||RegattaX Trousers Kitchen,78,10,45,2025-10-13,False
S001,RegattaX Trousers Others,West Outlet 1,West,Trousers,Unisex,RegattaX,S001||RegattaX Trousers Others,94,8,45,2025-10-13,False
S001,RegattaX Trousers Painting,West Outlet 1,West,Trousers,Unisex,RegattaX,S001||RegattaX Trousers Painting,42,38,45,2025-10-13,True
S001,RegattaX Trousers Ready,West Outlet 1,West,Trousers,Women,RegattaX,S001||RegattaX Trousers Ready,78,9,45,2025-10-13,False
S001,RegattaX Trousers Shake,West Outlet 1,West,Trousers,Men,RegattaX,S001||RegattaX Trousers Shake,147,14,45,2025-10-13,False
S001,RegattaX Trousers Think,West Outlet 1,West,Trousers,Unisex,RegattaX,S001||RegattaX Trousers Think,78,34,45,2025-10-13,False
S001,RegattaX Trousers Year,West Outlet 1,West,Trousers,Unisex,RegattaX,S001||RegattaX Trousers Year,25,26,45,2025-10-13,True
S001,SummitGear Backpacks Between,West Outlet 1,West,Backpacks,Unisex,SummitGear,S001||SummitGear Backpacks Between,28,4,23,2025-10-13,False
S001,SummitGear Backpacks Blue,West Outlet 1,West,Backpacks,Unisex,SummitGear,S001||SummitGear Backpacks Blue,39,4,23,2025-10-13,False
S001,SummitGear Backpacks Central,West Outlet 1,West,Backpacks,Women,SummitGear,S001||SummitGear Backpacks Central,16,16,23,2025-10-13,True
S001,SummitGear Backpacks Couple,West Outlet 1,West,Backpacks,Men,SummitGear,S001||SummitGear Backpacks Couple,37,1,23,2025-10-13,False
S001,SummitGear Backpacks Girl,West Outlet 1,West,Backpacks,Men,SummitGear,S001||SummitGear Backpacks Girl,16,11,23,2025-10-13,True
S001,SummitGear Backpacks Live,West Outlet 1,West,Backpacks,Unisex,SummitGear,S001||SummitGear Backpacks Live,39,12,23,2025-10-13,False
S001,SummitGear Backpacks Myself,West Outlet 1,West,Backpacks,Women,SummitGear,S001||SummitGear Backpacks Myself,78,2,23,2025-10-13,False
S001,SummitGear Backpacks Present,West Outlet 1,West,Backpacks,Men,SummitGear,S001||SummitGear Backpacks Present,11,8,23,2025-10-13,True
S001,SummitGear Backpacks Prevent,West Outlet 1,West,Backpacks,Men,SummitGear,S001||SummitGear Backpacks Prevent,33,4,23,2025-10-13,False
S001,SummitGear Backpacks Staff,West Outlet 1,West,Backpacks,Women,SummitGear,S001||SummitGear Backpacks Staff,25,7,23,2025-10-13,False
S001,SummitGear Backpacks State,West Outlet 1,West,Backpacks,Unisex,SummitGear,S001||SummitGear Backpacks State,28,9,23,2025-10-13,False
S001,SummitGear Backpacks Study,West Outlet 1,West,Backpacks,Women,SummitGear,S001||SummitGear Backpacks Study,53,4,23,2025-10-13,False
S001,SummitGear Backpacks Test,West Outlet 1,West,Backpacks,Men,SummitGear,S001||SummitGear Backpacks Test,28,8,23,2025-10-13,False
S001,SummitGear Backpacks Work,West Outlet 1,West,Backpacks,Men,SummitGear,S001||SummitGear Backpacks Work,41,10,23,2025-10-13,False
S001,SummitGear Footwear Admit,West Outlet 1,West,Footwear,Women,SummitGear,S001||SummitGear Footwear Admit,108,3,37,2025-10-13,False
S001,SummitGear Footwear Bar,West Outlet 1,West,Footwear,Women,SummitGear,S001||SummitGear Footwear Bar,71,0,37,2025-10-13,False
S001,SummitGear Footwear Because,West Outlet 1,West,Footwear,Women,SummitGear,S001||SummitGear Footwear Because,28,10,37,2025-10-13,True
S001,SummitGear Footwear Believe,West Outlet 1,West,Footwear,Unisex,SummitGear,S001||SummitGear Footwear Believe,21,14,37,2025-10-13,True
S001,SummitGear Footwear Citizen,West Outlet 1,West,Footwear,Men,SummitGear,S001||SummitGear Footwear Citizen,61,10,37,2025-10-13,False
S001,SummitGear Footwear Commercial,West Outlet 1,West,Footwear,Unisex,SummitGear,S001||SummitGear Footwear Commercial,120,19,37,2025-10-13,False
S001,SummitGear Footwear Community,West Outlet 1,West,Footwear,Unisex,SummitGear,S001||SummitGear Footwear Community,62,26,37,2025-10-13,False
S001,SummitGear Footwear Fund,West Outlet 1,West,Footwear,Men,SummitGear,S001||SummitGear Footwear Fund,66,24,37,2025-10-13,False
S001,SummitGear Footwear Give,West Outlet 1,West,Footwear,Men,SummitGear,S001||SummitGear Footwear Give,18,14,37,2025-10-13,True
S001,SummitGear Footwear Instead,West Outlet 1,West,Footwear,Men,SummitGear,S001||SummitGear Footwear Instead,117,11,37,2025-10-13,False
S001,SummitGear Footwear Member,West Outlet 1,West,Footwear,Men,SummitGear,S001||SummitGear Footwear Member,49,13,37,2025-10-13,False
S001,SummitGear Footwear Middle,West Outlet 1,West,Footwear,Women,SummitGear,S001||SummitGear Footwear Middle,36,10,37,2025-10-13,True
S001,SummitGear Footwear Miss,West Outlet 1,West,Footwear,Unisex,SummitGear,S001||SummitGear Footwear Miss,17,12,37,2025-10-13,True
S001,SummitGear Footwear Paper,West Outlet 1,West,Footwear,Unisex,SummitGear,S001||SummitGear Footwear Paper,74,8,37,2025-10-13,False
S001,SummitGear Footwear Party,West Outlet 1,West,Footwear,Women,SummitGear,S001||SummitGear Footwear Party,54,14,37,2025-10-13,False
S001,SummitGear Footwear Response,West Outlet 1,West,Footwear,Women,SummitGear,S001||SummitGear Footwear Response,79,9,37,2025-10-13,False
S001,SummitGear Footwear Reveal,West Outlet 1,West,Footwear,Women,SummitGear,S001||SummitGear Footwear Reveal,48,24,37,2025-10-13,False
S001,SummitGear Footwear See,West Outlet 1,West,Footwear,Men,SummitGear,S001||SummitGear Footwear See,99,5,37,2025-10-13,False
S001,SummitGear Footwear Society,West Outlet 1,West,Footwear,Unisex,SummitGear,S001||SummitGear Footwear Society,101,0,37,2025-10-13,False
S001,SummitGear Footwear Watch,West Outlet 1,West,Footwear,Men,SummitGear,S001||SummitGear Footwear Watch,29,20,37,2025-10-13,True
S001,SummitGear Footwear While,West Outlet 1,West,Footwear,Men,SummitGear,S001||SummitGear Footwear While,71,16,37,2025-10-13,False
S001,SummitGear Footwear Wide,West Outlet 1,West,Footwear,Men,SummitGear,S001||SummitGear Footwear Wide,34,8,37,2025-10-13,True
S001,SummitGear Jackets Different,West Outlet 1,West,Jackets,Women,SummitGear,S001||SummitGear Jackets Different,48,7,18,2025-10-13,False
S001,SummitGear Jackets Drug,West Outlet 1,West,Jackets,Men,SummitGear,S001||SummitGear Jackets Drug,49,9,18,2025-10-13,False
S001,SummitGear Jackets Expert,West Outlet 1,West,Jackets,Men,SummitGear,S001||SummitGear Jackets Expert,23,5,18,2025-10-13,False
S001,SummitGear Jackets Half,West Outlet 1,West,Jackets,Unisex,SummitGear,S001||SummitGear Jackets Half,22,3,18,2025-10-13,False
S001,SummitGear Jackets Including,West Outlet 1,West,Jackets,Unisex,SummitGear,S001||SummitGear Jackets Including,5,3,18,2025-10-13,True
S001,SummitGear Jackets Must,West Outlet 1,West,Jackets,Unisex,SummitGear,S001||SummitGear Jackets Must,58,10,18,2025-10-13,False
S001,SummitGear Jackets Service,West Outlet 1,West,Jackets,Women,SummitGear,S001||SummitGear Jackets Service,14,2,18,2025-10-13,True
S001,SummitGear Jackets Shoulder,West Outlet 1,West,Jackets,Unisex,SummitGear,S001||SummitGear Jackets Shoulder,12,2,18,2025-10-13,True
S001,SummitGear Jackets Station,West Outlet 1,West,Jackets,Men,SummitGear,S001||SummitGear Jackets Station,32,4,18,2025-10-13,False
S001,SummitGear Jackets Technology,West Outlet 1,West,Jackets,Unisex,SummitGear,S001||SummitGear Jackets Technology,12,10,18,2025-10-13,True
S001,SummitGear Jackets Thing,West Outlet 1,West,Jackets,Men,SummitGear,S001||SummitGear Jackets Thing,40,0,18,2025-10-13,False
S001,SummitGear Jackets Trip,West Outlet 1,West,Jackets,Men,SummitGear,S001||SummitGear Jackets Trip,58,11,18,2025-10-13,False
S001,SummitGear Jackets Wall,West Outlet 1,West,Jackets,Women,SummitGear,S001||SummitGear Jackets Wall,17,0,18,2025-10-13,True
S001,SummitGear Shirts Affect,West Outlet 1,West,Shirts,Unisex,SummitGear,S001||SummitGear Shirts Affect,148,2,61,2025-10-13,False
S001,SummitGear Shirts Apply,West Outlet 1,West,Shirts,Men,SummitGear,S001||SummitGear Shirts Apply,123,40,61,2025-10-13,False
S001,SummitGear Shirts College,West Outlet 1,West,Shirts,Men,SummitGear,S001||SummitGear Shirts College,47,16,61,2025-10-13,True
S001,SummitGear Shirts Cultural,West Outlet 1,West,Shirts,Men,SummitGear,S001||SummitGear Shirts Cultural,25,36,61,2025-10-13,True
S001,SummitGear Shirts Fast,West Outlet 1,West,Shirts,Men,SummitGear,S001||SummitGear Shirts Fast,77,32,61,2025-10-13,False
S001,SummitGear Shirts Final,West Outlet 1,West,Shirts,Unisex,SummitGear,S001||SummitGear Shirts Final,175,13,61,2025-10-13,False
S001,SummitGear Shirts Forget,West Outlet 1,West,Shirts,Unisex,SummitGear,S001||SummitGear Shirts Forget,113,20,61,2025-10-13,False
S001,SummitGear Shirts Live,West Outlet 1,West,Shirts,Unisex,SummitGear,S001||SummitGear Shirts Live,147,12,61,2025-10-13,False
S001,SummitGear Shirts Production,West Outlet 1,West,Shirts,Unisex,SummitGear,S001||SummitGear Shirts Production,195,37,61,2025-10-13,False
S001,SummitGear Shirts She,West Outlet 1,West,Shirts,Unisex,SummitGear,S001||SummitGear Shirts She,97,25,61,2025-10-13,False
S001,SummitGear Shirts Too,West Outlet 1,West,Shirts,Women,SummitGear,S001||SummitGear Shirts Too,92,10,61,2025-10-13,False
S001,SummitGear Shirts Upon,West Outlet 1,West,Shirts,Men,SummitGear,S001||SummitGear Shirts Upon,18,8,61,2025-10-13,True
S001,SummitGear Shirts War,West Outlet 1,West,Shirts,Men,SummitGear,S001||SummitGear Shirts War,127,0,61,2025-10-13,False
S001,SummitGear Shirts We,West Outlet 1,West,Shirts,Unisex,SummitGear,S001||SummitGear Shirts We,64,15,61,2025-10-13,False
S001,SummitGear Trousers Air,West Outlet 1,West,Trousers,Men,SummitGear,S001||SummitGear Trousers Air,63,17,45,2025-10-13,False
S001,SummitGear Trousers Along,West Outlet 1,West,Trousers,Unisex,SummitGear,S001||SummitGear Trousers Along,94,25,45,2025-10-13,False
S001,SummitGear Trousers Community,West Outlet 1,West,Trousers,Women,SummitGear,S001||SummitGear Trousers Community,84,15,45,2025-10-13,False
S001,SummitGear Trousers Eat,West Outlet 1,West,Trousers,Unisex,SummitGear,S001||SummitGear Trousers Eat,59,10,45,2025-10-13,False
S001,SummitGear Trousers Fill,West Outlet 1,West,Trousers,Men,SummitGear,S001||SummitGear Trousers Fill,39,5,45,2025-10-13,True
S001,SummitGear Trousers Great,West Outlet 1,West,Trousers,Men,SummitGear,S001||SummitGear Trousers Great,88,14,45,2025-10-13,False
S001,SummitGear Trousers Gun,West Outlet 1,West,Trousers,Men,SummitGear,S001||SummitGear Trousers Gun,115,0,45,2025-10-13,False
S001,SummitGear Trousers Interesting,West Outlet 1,West,Trousers,Men,SummitGear,S001||SummitGear Trousers Interesting,43,13,45,2025-10-13,True
S001,SummitGear Trousers On,West Outlet 1,West,Trousers,Men,SummitGear,S001||SummitGear Trousers On,135,10,45,2025-10-13,False
S001,SummitGear Trousers Partner,West Outlet 1,West,Trousers,Men,SummitGear,S001||SummitGear Trousers Partner,89,19,45,2025-10-13,False
S001,SummitGear Trousers Us,West Outlet 1,West,Trousers,Women,SummitGear,S001||SummitGear Trousers Us,127,5,45,2025-10-13,False
S001,TrailPro Backpacks Case,West Outlet 1,West,Backpacks,Men,TrailPro,S001||TrailPro Backpacks Case,29,9,23,2025-10-13,False
S001,TrailPro Backpacks Garden,West Outlet 1,West,Backpacks,Unisex,TrailPro,S001||TrailPro Backpacks Garden,71,9,23,2025-10-13,False
S001,TrailPro Backpacks Low,West Outlet 1,West,Backpacks,Unisex,TrailPro,S001||TrailPro Backpacks Low,55,11,23,2025-10-13,False
S001,TrailPro Backpacks Natural,West Outlet 1,West,Backpacks,Unisex,TrailPro,S001||TrailPro Backpacks Natural,46,6,23,2025-10-13,False
